"Period","Sex","Age","Population","Colorectal (C18)","Lung (C33-34)"
"2023","Male","82","16448.5","50","77"
"2023","Male","83","14001.5","62","71"
"2023","Male","84","11659.5","55","75"
"2023","Male","85","9816","23","36"
"2023","Male","86","8033","27","23"
"2023","Male","87","6717.5","25","36"
"2023","Male","88","5609.5","27","31"
"2023","Male","89","4640.5","18","22"
"2023","Male","90","13349.5","40","44"
"2023","Female","0","42928","0","0"
"2023","Female","1","44776.5","0","0"
"2023","Female","2","45927.5","0","0"
"2023","Female","3","45292","0","0"
"2023","Female","4","44819.5","0","0"
"2023","Female","5","45541.5","0","0"
"2023","Female","6","46256","0","0"
"2023","Female","7","46181.5","0","0"
"2023","Female","8","45809","0","0"
"2023","Female","9","44651.5","0","0"
"2023","Female","10","43827","0","0"
"2023","Female","11","43349","0","0"
"2023","Female","12","43380.5","0","0"
"2023","Female","13","45245","0","0"
"2023","Female","14","47143.5","0","0"
"2023","Female","15","47651","0","0"
"2023","Female","16","47899","0","0"
"2023","Female","17","47694","0","0"
"2023","Female","18","47248","0","0"
"2023","Female","19","48205.5","0","0"
"2023","Female","20","49830.5","0","0"
"2023","Female","21","50799","0","0"
"2023","Female","22","51143.5","0","0"
"2023","Female","23","50319","0","0"
"2023","Female","24","49797.5","0","0"
"2023","Female","25","50610","0",NA
"2023","Female","26","51983","0",NA
"2023","Female","27","54542.5","0",NA
"2023","Female","28","56462.5","0",NA
"2023","Female","29","57153","1",NA
"2023","Female","30","58008","0","1"
"2023","Female","31","59820.5","0","0"
"2023","Female","32","60806","0","0"
"2023","Female","33","59974.5","0","0"
"2023","Female","34","59301","1","0"
"2023","Female","35","59621","2","1"
"2023","Female","36","60476","1","0"
"2023","Female","37","61122","1","2"
"2023","Female","38","60235","0","0"
"2023","Female","39","59788.5","1","1"
"2023","Female","40","61423.5","1","2"
"2023","Female","41","64979","2","1"
"2023","Female","42","68668.5","5","2"
"2023","Female","43","72499","1","3"
"2023","Female","44","76652","1","3"
"2023","Female","45","80402","5","6"
"2023","Female","46","83922.5","4","13"
"2023","Female","47","87231","4","10"
"2023","Female","48","87275","9","8"
"2023","Female","49","78718.5","3","8"
"2023","Female","50","71328.5","13","17"
"2023","Female","51","70060","8","25"
"2023","Female","52","69767.5","13","27"
"2023","Female","53","70276","7","22"
"2023","Female","54","70550.5","5","21"
"2023","Female","55","69035.5","13","42"
"2023","Female","56","64299","12","46"
"2023","Female","57","59822.5","8","39"
"2023","Female","58","58109","23","50"
"2023","Female","59","57227","8","45"
"2023","Female","60","55946.5","20","69"
"2023","Female","61","56855.5","23","94"
"2023","Female","62","59444.5","10","83"
"2023","Female","63","60666","22","83"
"2023","Female","64","61928.5","15","83"
"2023","Female","65","63641","33","132"
"2023","Female","66","68318","41","157"
"2023","Female","67","74568","32","155"
"2023","Female","68","78097.5","30","139"
"2023","Female","69","75349","47","166"
"2023","Female","70","67353.5","38","156"
"2023","Female","71","63440","42","149"
"2023","Female","72","62857","47","168"
"2023","Female","73","60394","39","162"
"2023","Female","74","57554","40","131"
"2023","Female","75","54636","49","97"
"2023","Female","76","48889","49","109"
"2023","Female","77","43730","35","105"
"2023","Female","78","44786.5","41","119"
"2023","Female","79","43968","45","102"
"2023","Female","80","40744.5","57","63"
"2023","Female","81","37602","54","58"
"2023","Female","82","34307.5","51","72"
"2023","Female","83","31200.5","54","66"
"2023","Female","84","27517.5","53","76"
"2023","Female","85","24392.5","38","24"
"2023","Female","86","21320.5","37","32"
"2023","Female","87","18376","31","43"
"2023","Female","88","15494","41","31"
"2023","Female","89","13165.5","33","23"
"2023","Female","90","43458.5","78","68"
